cell_type,cell_name,quadrant,freq,beta,stim_psd,rs_spikes_psd,nr_spikes_psd,H_f_power_rs,H_f_power_nr,stim_autocorr,spikes_autocorr_rs,spikes_autocorr_nr
OFF transient alpha,032525Bc5,VT,"[ 0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5  7.
  7.5  8.   8.5  9.   9.5 10.  10.5 11.  11.5 12.  12.5 13.  13.5 14.
 14.5 15.  15.5 16.  16.5 17.  17.5 18.  18.5 19.  19.5 20.  20.5 21.
 21.5 22.  22.5 23.  23.5 24.  24.5 25.  25.5 26.  26.5 27.  27.5 28.
 28.5 29.  29.5 30. ]",0.0,"[0.00329501 0.00379885 0.00430808 0.0041481  0.00340865 0.0040455
 0.00443587 0.00400724 0.00437535 0.00411044 0.00446108 0.0041532
 0.00427558 0.00432319 0.00457856 0.00426598 0.0044882  0.00420628
 0.00432507 0.00414608 0.00422483 0.00427112 0.00411719 0.003999
 0.00454497 0.00426921 0.00433857 0.00427435 0.00386146 0.00441877
 0.00440245 0.00466324 0.00451674 0.00395712 0.00419148 0.00424715
 0.00424354 0.00420615 0.00387208 0.00388475 0.00404453 0.00448845
 0.00403608 0.00401786 0.00461975 0.00402385 0.00433318 0.0048239
 0.00477155 0.00443504 0.00405839 0.00390016 0.00419994 0.00377995
 0.00439733 0.0045134  0.00452477 0.00416262 0.00405623 0.00193259]","[0.0037511  0.00626694 0.00948797 0.01286411 0.0162609  0.02807098
 0.043484   0.05473286 0.08006792 0.06965281 0.05872951 0.05494615
 0.05401577 0.05822661 0.05831133 0.04446208 0.04431019 0.05193034
 0.03958745 0.02923838 0.04395117 0.03365858 0.03031663 0.03394903
 0.03599846 0.03275853 0.03780852 0.03770768 0.02351882 0.02768658
 0.02513056 0.02967325 0.02756461 0.0253242  0.01974321 0.02538132
 0.02752217 0.02698954 0.02986654 0.02892017 0.0287034  0.03514353
 0.03358751 0.02624919 0.02425075 0.0256694  0.023979   0.02250489
 0.02434081 0.02087878 0.01593889 0.02042525 0.02354839 0.02190557
 0.02227054 0.02657024 0.02487123 0.02357893 0.02075655 0.00972639]","[0.00378265 0.00547459 0.00856621 0.01547644 0.01983247 0.02990925
 0.04677835 0.05776795 0.07023521 0.08254741 0.080876   0.06643896
 0.07124198 0.05981392 0.06346894 0.05960922 0.04534367 0.03977205
 0.03527451 0.03368811 0.03285095 0.03317791 0.03749949 0.03845097
 0.03976857 0.03983249 0.03780523 0.03707984 0.03748475 0.02871575
 0.02804685 0.02629382 0.0315081  0.03351659 0.02949781 0.02908088
 0.03132464 0.03236567 0.02707599 0.02643018 0.03035376 0.02780012
 0.02962696 0.0299729  0.02486801 0.02466709 0.02384232 0.02393598
 0.02718557 0.02760487 0.02714131 0.02722991 0.02453326 0.02392927
 0.0208149  0.02299449 0.02712081 0.0247147  0.02411866 0.01207623]","[ 1.16011443  1.47921101  2.03308228  2.74624681  5.34666398  6.83206769
  9.20359456 14.20148372 16.91350647 19.84235199 13.40480899 13.83650389
 12.89425505 13.63754135 12.11968199 11.2398889   9.13469808 12.17159099
  9.44251571  7.28045739 10.42509469  8.09533575  7.54817427  8.92167209
  7.79779285  7.20972243  8.3158733   8.63219484  7.27385451  5.89113703
  5.16252471  5.74752481  5.73071884  7.01730705  4.68847155  5.88200225
  6.52433829  5.70894687  8.0171295   7.98765214  7.48584306  7.92789338
  9.13956826  7.02791592  4.97752164  7.12636002  5.56580721  4.20051718
  4.60576255  4.74288808  4.33871258  6.19570047  5.86775743  7.04021543
  5.26652692  5.63765687  5.39265558  5.49600893  5.28960255  6.19189749]","[ 1.15688544  1.63714413  2.10311867  4.04022117  5.70096139  7.71648819
 11.14579339 13.76948754 17.22833619 18.38040496 17.85505343 15.50801471
 16.61285197 13.98300656 14.72077319 13.32334604 10.7910047   9.68097553
  8.09684149  8.01447893  7.76115578  7.67998093  8.9175445   9.57755071
  9.11509633  9.78313307  9.00635896  8.93681261  8.9484365   6.97074237
  7.12125196  6.23074505  7.39767352  8.04037805  7.3133132   6.9645076
  7.32525259  8.79786942  6.97679889  6.70126935  7.3734562   6.1108509
  7.24498775  7.17768043  5.72241451  6.00935654  5.52002876  5.43771692
  6.10505678  6.28033963  6.40971511  6.42508488  5.90963552  5.96110289
  4.5763047   5.33871271  6.01362175  6.48016519  6.02503097  5.65333867]","[ 1.00000000e+00 -1.38794671e-03 -3.26295917e-03  5.03483973e-04
 -4.61168613e-03 -8.73865422e-04 -2.71363307e-03  8.90106602e-04
 -6.51290638e-04 -1.73157887e-03 -1.19804002e-03  1.29594902e-03
 -8.00508696e-04 -3.06232990e-04 -4.43504643e-03 -4.33975852e-03
 -2.85426730e-03 -4.33982299e-03  3.25361825e-04  1.94533334e-03
 -5.10350143e-03 -9.93624655e-04 -4.50086614e-03  7.45354382e-04
  2.30466202e-03 -8.50095505e-03 -5.55445801e-03 -4.85932182e-03
 -7.78756370e-03  5.36542695e-03 -4.38462936e-03 -2.56505709e-03
  8.05185262e-04 -4.81545990e-04  4.80466428e-03  4.87179189e-03
  4.66875539e-04  2.41571419e-03 -6.21450436e-04  6.21260139e-03
  7.26137890e-04  1.07356431e-04 -4.18338947e-03  9.87091365e-03
 -1.04369698e-02  4.42956030e-03 -7.48567163e-03 -2.67235668e-03
  8.92419680e-05 -3.56685061e-03 -3.78985145e-03 -5.21511253e-03
  5.55609952e-03  2.46858668e-03  5.08010821e-03  6.08853992e-03
 -3.55547637e-03  1.41114744e-02 -5.18888414e-03  4.66346293e-03
 -1.38510873e-02  3.11039527e-03 -9.76742330e-03  2.26344309e-03
  6.82736648e-04  2.11467092e-03 -3.91050917e-03 -7.12123259e-03
  7.80802052e-05 -3.55301389e-04  2.92954171e-05 -1.06288180e-02
  4.05213528e-03  1.83240308e-04 -5.11730060e-03 -8.32360600e-04
 -6.12310563e-03  1.95381910e-03 -4.38014354e-03  7.52664364e-04
 -2.48331078e-03 -4.01270349e-04  1.38960168e-03  7.06523600e-04
 -1.15324524e-02 -1.18076537e-02  1.54620871e-02 -1.11901139e-02
 -1.78680031e-03 -5.36866175e-03 -6.40958308e-03 -5.10047310e-03
 -7.73734519e-03 -9.27257286e-04  5.62801083e-03  1.33873550e-02
 -1.22632780e-02  8.00509150e-03  4.29490519e-03 -3.28287643e-03
 -5.19546280e-03]","[ 1.00000000e+00  1.39890500e-01 -3.69209261e-02 -1.06153744e-01
 -1.56342976e-01 -1.46827555e-01 -1.05256618e-01 -1.04640018e-01
 -1.87078185e-02  2.75065717e-02  8.02905853e-03  2.80578452e-02
  1.40204663e-02  1.56815769e-02  1.10933400e-02  1.63736447e-02
 -8.95487300e-04  2.41635817e-02  4.00904608e-03 -1.99897822e-02
 -2.92206658e-02 -2.84301126e-02  1.13767099e-02  1.31954597e-02
 -7.04161296e-03  2.24915604e-02  3.27705291e-02  3.51626819e-03
 -5.35877655e-03 -8.63564139e-03 -1.39973180e-02 -2.47325523e-02
 -1.72960918e-02 -5.12775293e-03  3.43267063e-02  1.46634087e-03
 -5.27721695e-03 -1.99385389e-02 -1.38289902e-02  4.59664900e-02
  2.98058702e-02  4.86111518e-03 -2.19598978e-02 -1.47353994e-02
 -1.11850587e-02  5.91684807e-03  1.46032514e-02  2.41176985e-03
 -2.20282690e-03 -1.40373922e-02 -2.36426749e-02 -1.07361011e-03
  3.78809410e-02  1.60732975e-02 -6.98401505e-03 -2.31282170e-02
  5.07326618e-03 -5.00052298e-03 -1.48427780e-02 -1.21093133e-02
  5.70712331e-03  1.12099929e-02  2.98150846e-02  2.63928629e-02
  1.04095326e-02  9.33064153e-03 -4.53983754e-02 -3.36644802e-02
  1.46594255e-02  2.96349595e-03  1.19083220e-02  1.88472770e-02
  6.27644341e-03 -3.96663929e-03  8.89497592e-03 -2.88320243e-02
 -2.17396541e-02 -9.54243620e-03  8.22718461e-03  3.22215042e-02
  3.09467246e-02  6.18904815e-03 -9.68613842e-04 -2.51561504e-02
 -2.69029245e-02  6.89828915e-03  2.83226359e-02  2.84255908e-02
 -1.35205880e-02 -3.36934844e-02 -3.46790487e-02 -1.61660366e-02
  8.67209470e-04  2.46318212e-02  2.87382392e-02  2.23974323e-02
 -1.24319483e-02 -1.64927506e-02 -2.55954343e-02 -2.16315526e-02
  1.82154430e-02]","[ 1.00000000e+00  1.38412719e-01 -3.94064919e-02 -1.12245537e-01
 -1.58604796e-01 -1.55492005e-01 -1.29960575e-01 -7.82306575e-02
 -1.96134437e-02  3.09071657e-02  2.97985940e-02  4.50429238e-04
  1.65266498e-02  8.86703297e-03  3.69815079e-02  8.59278008e-03
  6.72098788e-03  3.82416184e-03 -1.59678819e-02 -9.88337266e-03
 -1.47509009e-02 -4.96189661e-04  9.03817352e-03 -6.10263814e-04
 -3.10258834e-03  1.10031546e-02 -6.65543921e-04 -8.67073496e-03
  1.46028255e-04  1.11927266e-02 -3.59009192e-03 -1.35711478e-02
  1.48993000e-02  4.27966143e-04 -1.14819815e-02  1.82438597e-03
  1.31560831e-02  3.57816383e-03  1.52332729e-02 -1.46314031e-03
 -9.64848688e-03 -9.88585490e-03 -2.58746738e-03 -2.03956084e-02
  2.97136633e-03 -1.06763652e-02  2.11387984e-02  9.21159054e-03
 -1.20001840e-02  1.50067690e-03  1.26743524e-03 -1.07263193e-02
 -9.12036739e-03  1.57122111e-02  1.12926571e-02  1.27570390e-02
 -1.01945393e-03  7.19639630e-03  1.21159832e-02 -2.86008245e-02
 -2.07984350e-02 -5.51150158e-03 -6.40472686e-03 -9.63816871e-03
  7.31917040e-03  3.61200546e-02  4.52428561e-02  6.29086289e-03
 -2.63789196e-02 -8.91186023e-03 -9.70949399e-03 -1.39654028e-02
 -1.49892868e-02  7.27434450e-03  1.85966519e-02  1.09832936e-02
  9.82167975e-03 -2.85515075e-02 -6.87323065e-03  1.07126491e-02
 -1.05288469e-02 -3.35999753e-02  1.11792685e-02  1.94278474e-02
  9.83352623e-03  3.90600508e-04  3.49515165e-04 -5.08207148e-03
 -3.30358357e-03 -1.07171698e-02  1.35872028e-02 -9.61072619e-03
  1.74168804e-02  4.02751203e-03 -4.19660594e-03  2.60591309e-03
 -1.09458528e-02  6.57919553e-03  1.08854311e-02 -8.84508175e-03
 -1.48973759e-02]"
OFF transient alpha,032525Bc5,VT,"[ 0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5  7.
  7.5  8.   8.5  9.   9.5 10.  10.5 11.  11.5 12.  12.5 13.  13.5 14.
 14.5 15.  15.5 16.  16.5 17.  17.5 18.  18.5 19.  19.5 20.  20.5 21.
 21.5 22.  22.5 23.  23.5 24.  24.5 25.  25.5 26.  26.5 27.  27.5 28.
 28.5 29.  29.5 30. ]",0.5,"[0.0133887  0.01283884 0.01043845 0.0089262  0.00733474 0.00698856
 0.00662025 0.00565617 0.00578352 0.0050501  0.0051626  0.00488619
 0.00442975 0.00464736 0.00488413 0.00434006 0.00460313 0.00406054
 0.00385435 0.00365747 0.00354341 0.00360173 0.00362739 0.00345311
 0.00349091 0.00353173 0.00339015 0.0033184  0.00299514 0.00340195
 0.00341874 0.00330484 0.00322252 0.0028991  0.0029661  0.00286351
 0.00284938 0.00287751 0.00256819 0.00255504 0.00263063 0.00273778
 0.00262537 0.00244946 0.00265558 0.00238392 0.00246604 0.00274188
 0.00253054 0.00237527 0.00223966 0.00214366 0.00229834 0.00216355
 0.00227323 0.00234212 0.00246468 0.00233707 0.00225653 0.00098202]","[0.00284883 0.00644456 0.01389867 0.02081544 0.01760784 0.02998604
 0.04392534 0.05247056 0.07297597 0.07006936 0.06763829 0.04413778
 0.04732693 0.05405331 0.05272879 0.04797047 0.0471676  0.04933502
 0.03852486 0.02339228 0.02780912 0.03437595 0.02917598 0.02804275
 0.03226486 0.02906182 0.03087951 0.02893813 0.0302579  0.0340962
 0.02707569 0.03617441 0.02870554 0.02431388 0.02539233 0.03463051
 0.03543551 0.03057358 0.02937376 0.02542678 0.02772494 0.0201593
 0.0235211  0.02034976 0.01635008 0.02023169 0.02216082 0.01976205
 0.02025794 0.02399565 0.02186653 0.02449023 0.02039938 0.01454538
 0.02156762 0.02201741 0.02548651 0.0199974  0.01989156 0.00986235]","[0.00650174 0.00947615 0.01419751 0.01907283 0.03031379 0.03869396
 0.04906946 0.05929967 0.07296104 0.06851306 0.0587352  0.05912449
 0.05186907 0.05180515 0.05379175 0.04602609 0.03851434 0.03845493
 0.03733025 0.02899485 0.03510567 0.03058916 0.02858197 0.03046777
 0.02490486 0.02867152 0.03394919 0.02863728 0.02533324 0.02919018
 0.03110534 0.02860887 0.02904281 0.03118683 0.02995617 0.0305612
 0.03184717 0.02613339 0.02515301 0.02699633 0.02547455 0.02772503
 0.02814292 0.02787285 0.02525338 0.02582524 0.02800488 0.02777004
 0.02332161 0.02004888 0.02169317 0.02387078 0.02338378 0.02559278
 0.02349679 0.02247365 0.02196293 0.01956288 0.02036522 0.00935075]","[ 0.2206664   0.5151175   1.2696137   2.17770743  3.17491382  4.48506961
  6.06971523  9.54592082 11.47935544 15.68082995 12.74702584  9.59609039
 10.07278379 11.7964076  10.49154483 12.08243189  9.97089237 12.16371114
  9.92767617  6.47891838  7.48274274  9.57441511  8.62754837  8.98246799
  8.6962424   8.03649437  8.73659011  8.6874668  12.46370547  9.84566827
  7.67119499  9.84511351  8.53527249  9.73866856  8.82428959 11.96542283
 12.81962042  9.86958446 12.2394911  11.09027592 11.44130865  7.29197012
 10.48792206  8.99751305  5.58225942  9.42290666  8.79024749  6.3399214
  6.6247329   9.52857981 10.59479115 13.32501199  9.22104579  8.51251803
  9.37032521  8.68809038 10.32846677  8.80713669  9.67724633 11.96519789]","[ 0.47059958  0.72885727  1.40670931  2.2172626   3.65316013  5.46820781
  7.60467578 10.46502896 13.41309564 13.48872006 12.01637741 11.81014568
 11.92376005 11.41818079 11.18685042 10.01928345  8.48639763  9.48041535
  9.94163438  7.9630397  10.5915303   8.52665437  7.98183787  8.98598932
  7.37154252  8.60456325 11.30651361  8.87686202  7.82471304  8.89400328
  9.2535696   9.65044507  9.21228505 10.15041622 10.19177337 11.01492643
 11.07331578  9.6084011   9.6686498  10.27991637  9.41014108 10.18105284
 10.10285995 10.88851333 10.16836346 10.48545409 12.0055593  10.94452928
 10.36483195  8.84744499  9.46227385 10.79704246 10.00378728 10.78944701
 10.6069662  10.05491762  9.06883171  8.31959351  8.69501424  9.01185944]","[ 1.00000000e+00  3.45700892e-01  2.10683621e-01  1.73144279e-01
  1.37809921e-01  1.21813677e-01  1.04020269e-01  9.52957982e-02
  8.73221730e-02  7.81911198e-02  7.06571040e-02  6.69848573e-02
  6.04842230e-02  5.95577571e-02  5.22932943e-02  5.07053149e-02
  4.77854856e-02  4.28169444e-02  4.53493712e-02  4.25228780e-02
  3.86690045e-02  3.53594286e-02  3.44381871e-02  3.76804635e-02
  3.24112896e-02  2.96877280e-02  2.76896062e-02  2.56355233e-02
  2.40778072e-02  3.04337324e-02  2.63872088e-02  2.57244117e-02
  2.72355683e-02  2.39237134e-02  2.50000312e-02  2.43239167e-02
  1.99006023e-02  2.02559077e-02  1.80856310e-02  1.79920355e-02
  1.58376615e-02  1.71763698e-02  1.51592771e-02  1.85371793e-02
  9.51783626e-03  1.55305366e-02  5.65090189e-03  1.22791559e-02
  1.09561183e-02  1.24823691e-02  1.22875534e-02  9.22952361e-03
  1.58305695e-02  1.50171972e-02  1.61412629e-02  1.33859748e-02
  9.97553100e-03  1.80142087e-02  7.93122191e-03  1.20701989e-02
  5.63746613e-03  1.31538516e-02  3.31798543e-03  6.48149352e-03
  1.37632237e-03  1.17728109e-03 -2.28993662e-03 -9.30910695e-04
  2.95026809e-04  4.19752070e-03  1.94901695e-03  8.67701629e-04
  2.20886160e-03 -2.27667862e-04 -6.38573920e-03  1.47786750e-03
 -7.36343510e-04 -5.17604690e-04  3.47136794e-03 -1.36661801e-03
 -6.22955629e-03 -7.41770750e-04 -4.17683333e-03 -4.39339300e-04
 -1.67831639e-03 -3.17037341e-03  6.53539905e-03 -5.07718756e-03
 -7.17257683e-03 -1.86969703e-02 -1.17771025e-02 -9.84429250e-03
 -6.40512461e-03 -4.31670937e-03 -2.20896478e-03 -1.80826982e-04
 -1.35057188e-02  2.76143670e-03 -5.11354959e-03 -7.78116599e-03
 -1.09063922e-02]","[ 1.00000000e+00  1.44892393e-01 -5.78899478e-02 -7.60355480e-02
 -1.19757693e-01 -1.60802073e-01 -1.15622233e-01 -6.26356419e-02
 -3.87351187e-02  9.32670538e-03  1.04692419e-02 -2.86135892e-03
  1.27451514e-02  1.49908222e-02  2.38193189e-02  3.13256855e-02
 -8.98160300e-04 -1.63911287e-02 -5.31223706e-02 -1.31457332e-02
 -3.04995073e-02 -1.10138068e-02  1.04879076e-02  5.17382022e-02
  5.61798603e-03  1.95291926e-02  2.76472353e-02 -1.99539623e-02
 -1.66009814e-02 -1.91183386e-02 -2.33183884e-02 -2.81217789e-02
  2.09372829e-02  3.29097385e-02  1.45778006e-02 -1.09228179e-02
  7.34232248e-03  4.19154458e-03  3.22229024e-03  6.52678848e-03
 -2.51840545e-03  1.34851748e-02 -2.64150027e-02 -1.93348532e-02
  2.88702155e-02  4.84155357e-03  2.74096520e-03 -1.71818519e-02
  7.79032445e-03 -1.06143057e-02 -2.87501473e-02 -3.98801621e-02
  2.35688397e-02  2.93317133e-02 -2.37213519e-02  1.42804787e-02
  2.49681502e-02  2.35133245e-02  1.29585772e-03  1.61305450e-02
 -1.13496252e-03  1.45925382e-02 -2.07011747e-02 -2.03625599e-02
  5.83543972e-04  4.88098175e-03 -1.17629453e-02 -1.70780819e-03
  2.27930852e-03 -1.97882511e-02  2.96070008e-02 -3.69266029e-03
 -1.02053436e-02  1.65721552e-02 -1.50253973e-03 -5.03623523e-02
 -1.92935229e-02  2.66875289e-02  5.11772051e-02  2.38189337e-02
  3.13434045e-02  4.23439577e-03 -2.09442803e-02 -5.09708794e-02
 -4.10973933e-02 -1.37139052e-02  1.50459624e-02  4.50733791e-02
 -5.15507002e-03  9.39320102e-04 -3.58840269e-02  5.44099125e-03
  8.47238392e-03  2.39301215e-02  4.42826989e-03 -9.87302070e-03
 -1.33271735e-02 -2.52436108e-02 -6.38327108e-02 -1.89651268e-02
  5.35596212e-03]","[ 1.00000000e+00  1.39529752e-01 -1.78937813e-02 -5.26362685e-02
 -1.28294164e-01 -1.44262663e-01 -1.16338483e-01 -8.04607728e-02
 -3.81836116e-02 -2.85014239e-02 -4.02483859e-03  1.87946910e-02
  1.05236715e-02  2.44660631e-02  1.93388207e-02  1.75281362e-02
  4.22116488e-03  1.00129903e-02  2.92596174e-03 -1.50858660e-02
 -1.88369318e-02 -1.70968272e-02 -5.74740088e-03  1.36380465e-02
 -3.93561633e-03  1.19751809e-02  1.19444751e-02  1.17269944e-02
  1.46174508e-03 -1.07078936e-02 -7.80487642e-03  1.03708082e-03
  9.44596214e-04 -2.37480053e-03 -1.06187462e-02 -1.56860708e-03
 -3.53856355e-03 -1.31997319e-02 -4.46488366e-03  1.83743284e-02
  1.80084507e-02  2.04204388e-03 -1.15670458e-03 -1.78642706e-02
 -2.27708669e-04  4.23888398e-03  6.32328113e-03 -3.22146910e-03
 -4.09347620e-03  1.41597372e-02  1.05743483e-02  1.60450351e-02
  9.93096584e-03 -1.49783611e-04 -7.68993979e-03 -7.12881556e-03
 -2.10950701e-02 -9.02990228e-03  4.54792017e-03 -6.65783126e-03
 -7.42372797e-03  5.36241736e-03  1.73669172e-03  1.33841050e-02
  5.69982169e-03 -2.48481790e-02 -1.55008615e-02 -1.35311258e-02
  6.21037521e-03  2.79246027e-02  1.47766909e-02  1.06704077e-02
 -1.60814085e-03 -1.18632847e-02  1.16035754e-02  7.79462389e-03
  1.18070302e-02 -8.74749383e-03 -1.52144049e-02 -8.30121392e-03
  3.81546800e-05 -9.43792638e-03 -4.38787706e-03  5.61689101e-03
 -9.97526105e-03  3.08036676e-03 -4.71089373e-03  2.01790994e-03
 -1.19621200e-02  1.49517362e-02 -4.06456651e-03  5.62831815e-03
  1.75093181e-03  1.25012990e-03  5.61598287e-03 -1.95583748e-02
 -4.71859453e-03  6.92144906e-03  4.28259852e-03  8.89073407e-03
  6.52220698e-03]"
