cell_type,cell_name,quadrant,freq,beta,stim_psd,rs_spikes_psd,nr_spikes_psd,H_f_power_rs,H_f_power_nr,stim_autocorr,spikes_autocorr_rs,spikes_autocorr_nr
OFF sustained alpha,042225Bc8,DN,"[ 0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5  7.
  7.5  8.   8.5  9.   9.5 10.  10.5 11.  11.5 12.  12.5 13.  13.5 14.
 14.5 15.  15.5 16.  16.5 17.  17.5 18.  18.5 19.  19.5 20.  20.5 21.
 21.5 22.  22.5 23.  23.5 24.  24.5 25.  25.5 26.  26.5 27.  27.5 28.
 28.5 29.  29.5 30. ]",0.0,"[0.00329501 0.00379885 0.00430808 0.0041481  0.00340865 0.0040455
 0.00443587 0.00400724 0.00437535 0.00411044 0.00446108 0.0041532
 0.00427558 0.00432319 0.00457856 0.00426598 0.0044882  0.00420628
 0.00432507 0.00414608 0.00422483 0.00427112 0.00411719 0.003999
 0.00454497 0.00426921 0.00433857 0.00427435 0.00386146 0.00441877
 0.00440245 0.00466324 0.00451674 0.00395712 0.00419148 0.00424715
 0.00424354 0.00420615 0.00387208 0.00388475 0.00404453 0.00448845
 0.00403608 0.00401786 0.00461975 0.00402385 0.00433318 0.0048239
 0.00477155 0.00443504 0.00405839 0.00390016 0.00419994 0.00377995
 0.00439733 0.0045134  0.00452477 0.00416262 0.00405623 0.00193259]","[0.00535394 0.01359062 0.02294389 0.02453514 0.02190144 0.02564748
 0.03867104 0.04326018 0.04079592 0.02903314 0.03310547 0.03350511
 0.02599316 0.03005911 0.03285848 0.02548624 0.01925783 0.02134661
 0.02196549 0.01720048 0.02035616 0.01890107 0.01637866 0.01901884
 0.01744527 0.01572272 0.01445536 0.01505292 0.01989015 0.01713718
 0.01169904 0.01397424 0.01488461 0.01477007 0.01682301 0.01754785
 0.01878461 0.0151006  0.01468097 0.01585772 0.01857947 0.01979526
 0.01540713 0.01930197 0.01533941 0.01352909 0.01313997 0.01533081
 0.01763351 0.01665147 0.01608652 0.01438864 0.01446054 0.014632
 0.01753971 0.02037256 0.01858778 0.01999284 0.01639798 0.00850485]","[0.00662324 0.01155907 0.02035205 0.02333038 0.02668339 0.02904401
 0.03257518 0.03400823 0.03360557 0.03789556 0.03633525 0.03171833
 0.03428778 0.0287073  0.0258593  0.02228404 0.02208005 0.02061241
 0.01921173 0.0143027  0.01706369 0.01803111 0.01701256 0.01932466
 0.01711103 0.01583161 0.01885397 0.01855928 0.01529696 0.01736798
 0.01736924 0.01923947 0.01820918 0.01530286 0.01965921 0.01664374
 0.0136566  0.01323745 0.01809473 0.01698881 0.01609114 0.01335067
 0.01397473 0.01899609 0.0198771  0.02175221 0.01659074 0.01653171
 0.01530545 0.01715274 0.01867165 0.01482583 0.01410428 0.01645713
 0.01652721 0.01591042 0.01618047 0.01615175 0.01715975 0.01129213]","[ 1.65582799  3.20784795  4.91641735  5.23779193  7.20130279  6.24222404
  8.18490881 11.22467764  8.6177093   8.27081877  7.55620932  8.43723511
  6.2048988   7.04029185  6.82945116  6.44284929  3.97006765  5.00328373
  5.2392742   4.28297875  4.82842489  4.54595881  4.07792654  4.99807584
  3.77889912  3.46036349  3.17941496  3.44597487  6.15158746  3.64644077
  2.40331324  2.70672413  3.09453117  4.09277096  3.99500384  4.06663257
  4.45303384  3.19414589  3.94083842  4.37984849  4.84552316  4.46553606
  4.1924659   5.16787843  3.14844781  3.75595675  3.04994235  2.8614807
  3.336608    3.78260054  4.378898    4.3645831   3.60325922  4.7025682
  4.14778138  4.32263668  4.03025878  4.66012859  4.17886342  5.41425775]","[2.00944126 3.37174272 5.04245633 6.20848142 7.52908985 7.42484199
 7.67646418 8.28354548 8.08893588 8.41366565 8.17809014 7.39985381
 7.84811518 6.55328468 6.07101118 5.06269029 5.40783585 4.91106602
 4.42904871 3.37787721 4.05989041 4.28032072 4.03502851 4.81813032
 3.89379874 3.86723996 4.58897995 4.50274927 3.66112111 4.23828947
 4.30807277 4.3870585  4.19930709 3.6335571  4.98509982 4.05864302
 3.25569438 4.09115626 4.70142638 4.16552788 3.90937783 2.96297785
 3.32446814 4.52607866 4.56384645 5.07596931 3.77023792 3.69196177
 3.47511116 3.87649788 4.37832019 3.47961666 3.29944959 3.96623356
 3.68892065 3.79002114 3.66980699 4.12892705 4.39745595 5.31643879]","[ 1.00000000e+00 -1.38794671e-03 -3.26295917e-03  5.03483973e-04
 -4.61168613e-03 -8.73865422e-04 -2.71363307e-03  8.90106602e-04
 -6.51290638e-04 -1.73157887e-03 -1.19804002e-03  1.29594902e-03
 -8.00508696e-04 -3.06232990e-04 -4.43504643e-03 -4.33975852e-03
 -2.85426730e-03 -4.33982299e-03  3.25361825e-04  1.94533334e-03
 -5.10350143e-03 -9.93624655e-04 -4.50086614e-03  7.45354382e-04
  2.30466202e-03 -8.50095505e-03 -5.55445801e-03 -4.85932182e-03
 -7.78756370e-03  5.36542695e-03 -4.38462936e-03 -2.56505709e-03
  8.05185262e-04 -4.81545990e-04  4.80466428e-03  4.87179189e-03
  4.66875539e-04  2.41571419e-03 -6.21450436e-04  6.21260139e-03
  7.26137890e-04  1.07356431e-04 -4.18338947e-03  9.87091365e-03
 -1.04369698e-02  4.42956030e-03 -7.48567163e-03 -2.67235668e-03
  8.92419680e-05 -3.56685061e-03 -3.78985145e-03 -5.21511253e-03
  5.55609952e-03  2.46858668e-03  5.08010821e-03  6.08853992e-03
 -3.55547637e-03  1.41114744e-02 -5.18888414e-03  4.66346293e-03
 -1.38510873e-02  3.11039527e-03 -9.76742330e-03  2.26344309e-03
  6.82736648e-04  2.11467092e-03 -3.91050917e-03 -7.12123259e-03
  7.80802052e-05 -3.55301389e-04  2.92954171e-05 -1.06288180e-02
  4.05213528e-03  1.83240308e-04 -5.11730060e-03 -8.32360600e-04
 -6.12310563e-03  1.95381910e-03 -4.38014354e-03  7.52664364e-04
 -2.48331078e-03 -4.01270349e-04  1.38960168e-03  7.06523600e-04
 -1.15324524e-02 -1.18076537e-02  1.54620871e-02 -1.11901139e-02
 -1.78680031e-03 -5.36866175e-03 -6.40958308e-03 -5.10047310e-03
 -7.73734519e-03 -9.27257286e-04  5.62801083e-03  1.33873550e-02
 -1.22632780e-02  8.00509150e-03  4.29490519e-03 -3.28287643e-03
 -5.19546280e-03]","[ 1.00000000e+00  1.51639195e-01  7.13100738e-02 -3.30657654e-02
 -7.71086068e-02 -1.18085395e-01 -9.19523087e-02 -8.85699598e-02
 -4.51702572e-02 -3.31236106e-02 -1.87830965e-02 -1.69874734e-02
 -1.80773442e-02 -1.72490539e-02 -1.79073280e-02 -1.11869428e-03
 -5.45286867e-03  2.07150901e-02 -4.16573626e-02 -1.23158575e-02
 -1.18917093e-02 -1.55111437e-02 -2.43266659e-02 -8.97435299e-03
  1.38633191e-02  1.21639281e-02 -1.48281989e-02 -1.76425873e-02
 -2.44235869e-02  1.36980353e-02  9.29257680e-03 -1.28308948e-03
  2.85141418e-02  2.71375935e-02 -4.92266532e-03 -2.13374622e-02
 -2.45478892e-02 -1.18335842e-02 -7.20543571e-03 -6.89743892e-03
  8.03715347e-03  1.72168782e-02 -3.71118505e-03 -4.44462355e-03
  3.64011082e-03  1.36016614e-02  1.52185686e-02 -2.30327138e-02
 -8.14374293e-03  9.24282549e-03 -6.98000998e-03 -1.37455239e-02
  3.74156078e-02 -3.08259045e-03  2.23707145e-02  1.45320879e-02
  7.77892241e-03 -2.12567390e-02 -1.63275893e-02 -2.38422022e-03
  9.13084711e-03  9.54212149e-03  2.01822510e-02  3.60071858e-03
 -3.31344522e-02 -2.15509727e-02  5.49283427e-04 -1.48184483e-02
 -2.17487448e-03  1.79449876e-04  2.74696254e-02  2.64600795e-02
 -9.81313643e-03  9.39191205e-03 -3.83670650e-02  1.33177868e-04
 -1.31845234e-02 -1.12828999e-03  4.05584411e-04  2.34567373e-02
 -3.81498731e-03  6.09128857e-03 -5.99164951e-03 -1.65369111e-02
 -2.28079968e-03  1.95379919e-02  2.68865172e-02  9.14679416e-03
 -6.35845872e-03 -3.83137167e-02 -2.91256788e-02 -3.25778412e-02
 -8.92592165e-03  1.58686907e-02  1.68664867e-02  1.58456089e-02
  1.09215451e-02  2.18668466e-02 -8.21294658e-03 -3.45629773e-03
  1.48164395e-02]","[ 1.00000000e+00  1.17497659e-01  5.51864287e-02 -1.96661301e-02
 -7.06343400e-02 -8.40942288e-02 -9.87202982e-02 -6.80593567e-02
 -3.27939181e-02 -4.20614019e-02 -8.83524511e-03 -1.54285799e-02
 -2.59010709e-02 -1.81263942e-02 -1.18903237e-02 -1.57975575e-02
 -1.18342106e-02 -2.51561161e-02  6.04907948e-04 -5.72716435e-03
 -1.55278330e-02  8.01246672e-03 -1.15184484e-02 -2.19119058e-02
  1.75427545e-02 -3.00208217e-02  7.55755130e-03  1.19653106e-02
  2.52271583e-04 -2.18115714e-02  2.66138923e-03  9.67948695e-04
 -9.05127743e-03  1.42464632e-04  2.14721158e-02  3.45315228e-03
 -4.08643147e-03 -1.93311848e-03  1.65686396e-02 -5.92521632e-03
  1.73124067e-02 -7.94077141e-03 -1.23354458e-02 -1.50101016e-02
  1.92373796e-02  1.02430734e-02  6.31097267e-03  1.31599141e-02
  1.07769997e-02  9.84054592e-03 -6.27531019e-03 -1.69236386e-02
  1.13588999e-02 -3.40377995e-02 -1.10915539e-02  9.40285523e-03
  1.18878842e-02 -1.13054684e-02 -5.92665648e-03 -2.36123658e-02
 -4.22907442e-03 -2.91062762e-02  5.23903503e-03  1.80281057e-03
  4.92156274e-03  1.58295207e-02  1.72316495e-02  4.62639467e-04
 -1.09606483e-02 -1.43595032e-02 -9.28072816e-04  1.06655300e-02
 -1.04452344e-02  1.27537840e-02 -8.81020418e-03  1.78421435e-03
  6.93280549e-03 -1.02941775e-02  3.31469127e-03 -1.90282165e-02
 -1.90203077e-03  1.35705032e-02  8.37995438e-04  1.23208048e-02
  4.27530653e-03  3.16640291e-04 -6.79129772e-03 -7.61128126e-03
  1.18834404e-02  4.39135160e-03  4.09152853e-03 -1.38332563e-03
 -7.76538936e-03 -1.13103597e-02  6.19657676e-03 -6.87957774e-03
  2.79337040e-03 -2.02902888e-02  4.04256819e-03  2.71615973e-02
  1.26238462e-02]"
OFF sustained alpha,042225Bc8,DN,"[ 0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5  7.
  7.5  8.   8.5  9.   9.5 10.  10.5 11.  11.5 12.  12.5 13.  13.5 14.
 14.5 15.  15.5 16.  16.5 17.  17.5 18.  18.5 19.  19.5 20.  20.5 21.
 21.5 22.  22.5 23.  23.5 24.  24.5 25.  25.5 26.  26.5 27.  27.5 28.
 28.5 29.  29.5 30. ]",0.5,"[0.01357642 0.01299775 0.01044739 0.00886581 0.00726063 0.00691205
 0.00656014 0.00561042 0.00585862 0.0049573  0.00511245 0.00489864
 0.00449095 0.0047292  0.00487291 0.00440407 0.00464082 0.00401737
 0.00392232 0.00360762 0.00347286 0.00363065 0.00359434 0.00344499
 0.00354342 0.00346273 0.00340466 0.00333611 0.00299118 0.003435
 0.00340257 0.00328231 0.00319968 0.00285594 0.00297505 0.00290444
 0.00287898 0.00288741 0.0025316  0.00257188 0.00264566 0.00272391
 0.0026003  0.00242689 0.00263274 0.00238977 0.00246203 0.00278879
 0.00257465 0.002344   0.00223107 0.0021878  0.00233049 0.00215902
 0.00228204 0.00231811 0.00244597 0.00233807 0.00227721 0.00098256]","[0.01549993 0.03518392 0.05029209 0.05244737 0.04140406 0.03772347
 0.04971266 0.05469915 0.05452916 0.04327762 0.04303229 0.03635232
 0.02791356 0.02969407 0.0266069  0.02026248 0.01934327 0.01827326
 0.01526305 0.0154787  0.01690369 0.01525376 0.01697547 0.02087112
 0.01779789 0.01604176 0.0159032  0.01477129 0.01730008 0.01582972
 0.01867244 0.01906854 0.01683045 0.01595322 0.01510798 0.01592034
 0.01494238 0.01471969 0.01212083 0.01215844 0.01242008 0.01517429
 0.01563025 0.01528616 0.01368779 0.01282011 0.01367896 0.01743602
 0.01501444 0.01352154 0.01232696 0.01397698 0.01626359 0.01942888
 0.01709653 0.01759    0.01607172 0.01616392 0.01471142 0.00906799]","[0.02186853 0.03741018 0.04626792 0.04754193 0.0530895  0.05224956
 0.04727378 0.0430364  0.0387957  0.04041555 0.03355372 0.02954214
 0.02969983 0.02863621 0.02877081 0.02332677 0.01770104 0.01556311
 0.01577984 0.01463034 0.01683522 0.01429792 0.012918   0.01588665
 0.01771691 0.01880504 0.01625083 0.01579739 0.01705368 0.01799138
 0.01290926 0.01311662 0.01681445 0.01756877 0.01421794 0.01161621
 0.01223345 0.01329844 0.01741678 0.01682286 0.01443349 0.01654772
 0.01793851 0.01807902 0.01620987 0.01301232 0.01291111 0.01835044
 0.01939386 0.02068696 0.01992177 0.01782891 0.01757454 0.01593232
 0.01653137 0.01698586 0.02036608 0.01673385 0.01579554 0.00866583]","[ 1.20060317  2.81226951  4.59407354  5.48703289  7.46567121  5.64237134
  6.86942123  9.95136554  8.5776118   9.68510375  8.10981153  7.90343743
  5.94095749  6.48033172  5.29402344  5.10355757  4.08902923  4.50533271
  3.93321814  4.28711001  4.54836361  4.24848976  5.01976998  6.68530015
  4.79700555  4.43604487  4.49941582  4.43446274  7.12617728  4.5710129
  5.29035106  5.18963352  5.00434497  6.38989351  5.25029262  5.50074617
  5.40575526  4.75172395  5.05052091  5.30308769  5.12542251  5.48880473
  6.96943791  6.75867542  4.67329633  5.97096698  5.42585784  5.59370038
  4.91001057  5.36935233  5.97267052  7.60480488  7.35156297 11.37052815
  7.42780405  6.9410296   6.51310337  7.1188189   7.15710452 11.00146311]","[1.58807843 2.84596721 4.5083325  5.59235788 6.455277   7.49393873
 7.71393392 7.65104526 6.88415238 7.69140231 6.83482888 5.85094257
 6.80225393 5.95319716 6.09853977 5.00965564 3.86522218 4.05653024
 4.06497908 4.10890457 5.29352855 4.01487677 3.63690753 4.35783913
 5.30849463 5.63442119 5.19723658 4.80799494 5.17585328 5.44848106
 3.91191007 4.41237449 5.49686742 5.74794043 4.67744028 4.15574461
 4.26240748 4.79630195 6.77143494 6.25629514 5.26769395 6.14674156
 6.35880523 7.21833383 6.48694555 5.26007682 5.41717153 6.99208818
 8.59443611 9.12396638 8.84749542 7.70885908 7.38520605 6.65113498
 7.30358524 7.63335483 8.22129602 7.06016999 6.70614906 8.4334398 ]","[ 1.00000000e+00  3.45629341e-01  2.10640448e-01  1.73158750e-01
  1.37781579e-01  1.21932966e-01  1.03801709e-01  9.55804821e-02
  8.76666899e-02  7.86258877e-02  7.11831108e-02  6.72201490e-02
  6.08938249e-02  6.01342800e-02  5.28853804e-02  5.11451269e-02
  4.81686719e-02  4.28796440e-02  4.54100647e-02  4.32672494e-02
  3.87188352e-02  3.53073464e-02  3.43605786e-02  3.82059587e-02
  3.24230377e-02  3.00063014e-02  2.78694078e-02  2.59034869e-02
  2.38510338e-02  2.95707449e-02  2.64687334e-02  2.56273963e-02
  2.70027030e-02  2.35233673e-02  2.44375138e-02  2.44210689e-02
  2.01043126e-02  2.10835540e-02  1.76369966e-02  1.80524984e-02
  1.53364112e-02  1.55229053e-02  1.39805806e-02  1.86394047e-02
  8.94032684e-03  1.43209781e-02  3.92697348e-03  1.03017860e-02
  8.78378298e-03  1.06783900e-02  1.08088210e-02  8.10293647e-03
  1.59449783e-02  1.53374566e-02  1.65463039e-02  1.28250903e-02
  9.30342524e-03  1.88012800e-02  6.74724772e-03  1.20385522e-02
  6.00659846e-03  1.29876544e-02  3.14063009e-03  7.63861184e-03
  1.62076332e-03  9.76095100e-04 -2.16080097e-03 -2.12287292e-03
  8.33707775e-04  5.36418577e-03  2.10470360e-03  1.02694618e-03
  2.35501391e-03 -4.81088873e-04 -7.34120974e-03  1.87636153e-03
 -2.32424891e-04  1.13231737e-03  3.54917452e-03 -1.15126314e-03
 -6.08487348e-03 -6.51580662e-05 -3.04900640e-03 -5.41837376e-06
 -1.02224075e-03 -2.49940982e-03  8.27656808e-03 -3.00180245e-03
 -4.62452708e-03 -1.61127350e-02 -1.03476777e-02 -8.90864632e-03
 -5.08916316e-03 -2.43045415e-03 -4.32902159e-04  2.03733570e-03
 -1.30861963e-02  2.95757048e-03 -4.77480922e-03 -6.56349822e-03
 -9.74596089e-03]","[ 1.00000000e+00  2.50366249e-01  1.71037684e-01  7.27893745e-02
  5.91433996e-04 -6.04360454e-02 -9.81301647e-02 -7.90585749e-02
 -5.96235506e-02 -4.73724229e-02 -3.40661450e-02 -1.71677210e-02
 -3.16765281e-02 -2.55625061e-02 -2.73940926e-02 -2.68310789e-02
 -2.95024740e-02 -4.76461536e-02 -4.78336949e-02 -4.56031645e-02
 -2.51213591e-02 -4.50312404e-02 -1.79331488e-02 -6.14744714e-03
 -5.15156366e-04  1.09251239e-02 -1.37865576e-02 -1.31980746e-02
 -1.04362601e-02 -2.75350608e-03 -9.55334327e-04 -8.00495696e-03
  3.14859758e-04  8.79018771e-03  6.07983542e-03  6.29342892e-03
 -1.41220450e-03 -1.55341088e-02 -1.35723909e-02 -1.89557765e-02
  1.26314621e-02 -6.28711207e-04 -2.43234974e-04 -6.93519809e-03
 -6.57539535e-03  1.16390748e-02  2.60793267e-03  4.82709264e-03
 -1.02969940e-02 -5.22142415e-03  9.70650650e-03  1.23507802e-02
  6.53910248e-03  4.45793276e-03  2.26802524e-02  9.69547682e-03
  9.64888713e-03 -5.28928297e-03  2.68553147e-02 -8.17582549e-04
  2.86860487e-02  5.92794523e-03  1.80949822e-02 -8.63510877e-03
 -2.91379660e-02 -3.38882334e-02 -1.70325886e-02 -9.00316208e-03
 -2.50407027e-02  6.76886459e-04  3.27216513e-02  2.26501751e-02
  3.06431573e-02 -1.66506041e-02 -1.33747700e-03 -6.09973654e-03
 -1.91258841e-02  6.51739472e-04  1.92489024e-02  3.34914516e-02
  8.32189372e-03 -2.08076734e-02  5.88531283e-03 -3.49753509e-02
 -1.50984457e-02 -3.46372530e-03 -1.24308985e-02 -2.24356189e-02
 -8.05322963e-03 -9.66640177e-03 -1.34586945e-02 -1.72926908e-03
 -9.62188514e-03 -1.34348414e-02  1.20325556e-02  3.58317428e-02
  2.59658846e-02 -4.28714757e-02  2.85422122e-03  2.01395616e-02
  6.34354824e-03]","[ 1.00000000e+00  2.15394574e-01  1.85578062e-01  7.69176688e-02
  5.52389461e-03 -3.17922814e-02 -7.99180030e-02 -6.48808815e-02
 -5.25431283e-02 -2.99634740e-02 -4.91232292e-02 -5.20554987e-02
 -4.34455384e-02 -5.33038363e-02 -2.15182191e-02 -2.16904119e-02
 -2.64730569e-02 -6.12432099e-03 -2.47072419e-02 -9.75003302e-03
 -4.22088026e-02 -1.35332747e-02 -1.57778666e-02 -1.51471511e-02
  7.67982840e-03  6.98227829e-03 -3.77621852e-02 -1.01974347e-02
 -2.62705208e-03 -5.55363426e-03 -1.31595860e-02 -1.75241557e-02
  9.38720324e-04 -5.71852292e-03 -1.04598908e-02 -1.39085560e-02
 -1.18961173e-03 -7.77166232e-03 -6.28150596e-03 -1.02998956e-02
  7.33094724e-03 -2.30742366e-02 -1.30281401e-02 -4.42738899e-03
  8.01563521e-04  1.04428055e-02  1.29908112e-02  7.74435239e-03
  7.97035273e-03 -1.58429268e-03 -3.78162962e-04  6.37722407e-03
  1.01724316e-02 -1.38137538e-02 -1.58642045e-02  3.57743355e-03
 -1.11939242e-02  1.21874842e-02 -1.57882159e-02 -2.09200618e-03
  8.51710875e-04  1.13207521e-02  1.05104175e-02  1.22454959e-03
  2.30452537e-03 -4.99518078e-03 -1.53105071e-02 -1.64697544e-02
 -9.37962058e-03 -6.60825729e-04  6.66259929e-03  5.53974380e-03
  4.73257331e-03 -2.09553122e-03  9.22782691e-03  1.76887455e-02
 -8.18209405e-04 -5.90120793e-03 -2.36614260e-03  9.11339508e-04
 -8.19372138e-03 -9.64988620e-03 -2.57104923e-03  5.76584146e-03
  8.26662852e-03  1.39021237e-02  2.54461905e-02  2.98310460e-03
  9.81474998e-05  1.67730874e-02 -2.37490592e-03  8.79655469e-03
 -8.02645790e-03  7.37700308e-03  7.21083175e-03 -6.52221996e-04
  4.05732358e-03 -2.17536035e-03  3.20146021e-05 -1.47593161e-02
 -1.01953012e-02]"
